,species,decimalLongitude,decimalLatitude,country
459,Ayenia dentata,-85.56590899999999,10.899445,Costa Rica
460,Ayenia dentata,-85.565833,10.899444,Costa Rica
461,Ayenia micrantha,-89.457778,14.272778,El Salvador
462,Ayenia limitaris,-100.350833,20.560833,Mexico
463,Ayenia limitaris,-100.350833,20.560833,Mexico
464,Ayenia magna,-100.328778,20.550556,Mexico
465,Ayenia magna,-90.323583,20.543528,Mexico
466,Ayenia mexicana,-93.976111,16.328889,Mexico
467,Ayenia dentata,-85.245235,10.251339999999999,Costa Rica
468,Ayenia dentata,-85.245235,10.251339999999999,Costa Rica
469,Ayenia dentata,-85.245235,10.251339999999999,Costa Rica
470,Ayenia micrantha,-85.245235,10.251339999999999,Costa Rica
471,Ayenia jaliscana,-107.3375,24.679167,Mexico
472,Ayenia filiformis,-111.74336100000001,33.987694,United States of America
473,Ayenia rotundifolia,-99.604483,20.643611,Mexico
474,Ayenia jaliscana,-103.116667,21.391667,Mexico
475,Ayenia jaliscana,-107.37,24.71933,Mexico
476,Ayenia filiformis,-112.1244,34.108000000000004,United States of America
477,Ayenia mexicana,-97.08805600000001,18.071389,Mexico
478,Ayenia jaliscana,-103.116667,21.391667,Mexico
479,Ayenia jaliscana,-103.116667,21.391667,Mexico
480,Ayenia mansfeldiana,-55.131111,-29.550278000000002,Brazil
481,Ayenia dentata,-85.916699,10.903774,Costa Rica
482,Ayenia dentata,-85.91666,10.9,Costa Rica
483,Ayenia compacta,-110.90556000000001,24.97944,Mexico
484,Ayenia compacta,-110.86667,24.96667,Mexico
485,Ayenia blanchetiana,-41.583333,-13.826111,Brazil
486,Ayenia dentata,-85.198155,10.219418,Costa Rica
487,Ayenia micrantha,-85.198155,10.219418,Costa Rica
488,Ayenia dentata,-85.198155,10.219418,Costa Rica
489,Ayenia micrantha,-85.198155,10.219418,Costa Rica
490,Ayenia micrantha,-85.198155,10.219418,Costa Rica
491,Ayenia micrantha,-85.232222,10.211667,Costa Rica
492,Ayenia micrantha,-85.19805500000001,10.219445,Costa Rica
493,Ayenia fasciculata,-89.30833,21.275,Mexico
494,Ayenia fasciculata,-89.30833299999999,21.275,Mexico
495,Ayenia dentata,-85.626111,10.890833,Costa Rica
496,Ayenia dentata,-85.626111,10.890833,Costa Rica
497,Ayenia dentata,-85.626111,10.890833,Costa Rica
498,Ayenia dentata,-85.62611,10.890833,Costa Rica
499,Ayenia angustifolia,-41.544444,-13.301389000000002,Brazil
500,Ayenia filiformis,-110.058333,23.175,Mexico
501,Ayenia blanchetiana,-41.587222,-12.531944000000001,Brazil
502,Ayenia blanchetiana,-41.587222,-12.531944000000001,Brazil
503,Ayenia euphrasiifolia,-80.302817,25.276867000000003,United States of America
504,Ayenia compacta,-109.925,23.608333,Mexico
505,Ayenia compacta,-111.058333,25.458333,Mexico
506,Ayenia angustifolia,-42.505278000000004,-14.088610999999998,Brazil
507,Ayenia angustifolia,-42.505278000000004,-14.088610999999998,Brazil
508,Ayenia angustifolia,-41.483889000000005,-13.096944,Brazil
509,Ayenia angustifolia,-42.505278000000004,-14.088610999999998,Brazil
510,Ayenia microphylla,-109.63138899999998,31.233056,Mexico
511,Ayenia angustifolia,-41.346111,-12.806389,Brazil
512,Ayenia angustifolia,-41.346111,-12.806389,Brazil
513,Ayenia pusilla,-93.288333,15.984167000000001,Mexico
514,Ayenia blanchetiana,-41.25,-11.611111,Brazil
515,Ayenia blanchetiana,-40.8,-11.284444,Brazil
516,Ayenia erecta,-40.808333000000005,-11.690278,Brazil
517,Ayenia limitaris,-100.412222,20.541944,Mexico
518,Ayenia micrantha,-85.64960500000001,10.899111,Costa Rica
519,Ayenia micrantha,-85.64960500000001,10.899111,Costa Rica
520,Ayenia micrantha,-85.64960500000001,10.899111,Costa Rica
521,Ayenia micrantha,-85.64960500000001,10.899111,Costa Rica
522,Ayenia micrantha,-85.64960500000001,10.899111,Costa Rica
523,Ayenia micrantha,-85.64960500000001,10.899111,Costa Rica
524,Ayenia micrantha,-85.64960500000001,10.899111,Costa Rica
525,Ayenia micrantha,-85.64960500000001,10.899111,Costa Rica
526,Ayenia micrantha,-85.668009,10.924800999999999,Costa Rica
527,Ayenia micrantha,-85.668009,10.924800999999999,Costa Rica
528,Ayenia micrantha,-85.668009,10.924800999999999,Costa Rica
529,Ayenia micrantha,-85.668009,10.924800999999999,Costa Rica
530,Ayenia micrantha,-85.63,10.95,Costa Rica
531,Ayenia limitaris,-100.43305500000001,20.709167,Mexico
532,Ayenia micrantha,-85.6494,10.8989,Costa Rica
533,Ayenia micrantha,-85.6494,10.8989,Costa Rica
534,Ayenia angustifolia,-45.833056,-12.224167,Brazil
535,Ayenia ardua,-89.63805,21.02833,Mexico
536,Ayenia ardua,-89.638056,21.028333,Mexico
537,Ayenia ardua,-89.638056,21.028333,Mexico
538,Ayenia pusilla,-89.63932513721016,21.04445864113966,Mexico
539,Ayenia ardua,-89.63805500000001,21.028333,Mexico
540,Ayenia filiformis,-110.2,31.7184,United States of America
541,Ayenia blanchetiana,-41.15,-11.55,Brazil
542,Ayenia blanchetiana,-41.15,-11.55,Brazil
543,Ayenia dentata,-89.518889,14.850832999999998,Guatemala
544,Ayenia insulicola,-66.5223,17.5732,Puerto Rico
545,Ayenia filiformis,-109.63138899999998,31.233056,Mexico
546,Ayenia mirandae,-99.46866700000001,17.911027999999998,Mexico
547,Ayenia jaliscana,-103.116667,21.391667,Mexico
548,Ayenia jaliscana,-103.116667,21.391667,Mexico
549,Ayenia microphylla,-112.365,32.9117,United States of America
550,Ayenia compacta,-115.00693999999999,29.929440000000003,Mexico
551,Ayenia compacta,-116.3805,33.0322,United States of America
552,Ayenia compacta,-115.00691699999999,29.929416999999997,Mexico
553,Ayenia fasciculata,-89.656111,21.019722,Mexico
554,Ayenia fasciculata,-89.656111,21.019722,Mexico
555,Ayenia fasciculata,-89.656111,21.019722,Mexico
556,Ayenia jaliscana,-111.18222,25.36444,Mexico
557,Ayenia compacta,-111.16944,25.525560000000002,Mexico
558,Ayenia compacta,-111.18222,25.36444,Mexico
559,Ayenia compacta,-116.38225,33.0322,United States of America
560,Ayenia tomentosa,-46.728611,-14.525,Brazil
561,Ayenia palmeri,-89.51888000000001,14.850829999999998,Guatemala
562,Ayenia dentata,-89.518889,14.850832999999998,Guatemala
563,Ayenia blanchetiana,-41.8,-13.6,Brazil
564,Ayenia odonellii,-62.4075,-23.685,Argentina
565,Ayenia odonellii,-59.758880000000005,-20.322770000000002,Paraguay
566,Ayenia odonellii,-60.315,-20.429444,Paraguay
567,Ayenia odonellii,-60.315,-20.42944,Paraguay
568,Ayenia tomentosa,-60.315,-20.42944,Paraguay
569,Ayenia angustifolia,-44.983333,-12.15,Brazil
570,Ayenia filiformis,-110.965139,28.541666999999997,Mexico
571,Ayenia filiformis,-110.891667,24.675,Mexico
572,Ayenia filiformis,-112.828056,27.295556,Mexico
573,Ayenia compacta,-116.45,33.113609999999994,United States of America
574,Ayenia compacta,-116.45,33.113609999999994,United States of America
575,Ayenia compacta,-116.45,33.113609999999994,United States of America
576,Ayenia limitaris,-100.46194399999999,20.507167000000003,Mexico
577,Ayenia limitaris,-100.339444,20.601389,Mexico
578,Ayenia rotundifolia,-99.677222,20.938333,Mexico
579,Ayenia xochipilliae,-103.6075,22.140278,Mexico
580,Ayenia abutilifolia,-102.80833,21.76833,Mexico
581,Ayenia mexicana,-96.94888,17.71111,Mexico
582,Ayenia rotundifolia,-99.600167,21.032306,Mexico
583,Ayenia mexicana,-96.949167,17.711111,Mexico
584,Ayenia mexicana,-96.949028,17.711139000000003,Mexico
585,Ayenia dentata,-96.93597199999999,17.706389,Mexico
586,Ayenia limitaris,-102.641944,21.876389,Mexico
587,Ayenia filiformis,-110.175,31.6387,United States of America
588,Ayenia ovata,-96.965278,17.676667000000002,Mexico
589,Ayenia dentata,-96.958611,17.686389000000002,Mexico
590,Ayenia ovata,-96.965278,17.676667000000002,Mexico
591,Ayenia mexicana,-96.958611,17.686389000000002,Mexico
592,Ayenia dentata,-96.958611,17.686389000000002,Mexico
593,Ayenia dentata,-96.965278,17.676667000000002,Mexico
594,Ayenia dentata,-96.956389,17.683056,Mexico
595,Ayenia dentata,-96.961111,17.688056,Mexico
596,Ayenia dentata,-96.965278,17.676667000000002,Mexico
597,Ayenia rotundifolia,-99.908333,20.958333,Mexico
598,Ayenia dentata,-97.002222,17.785556,Mexico
599,Ayenia dentata,-97.002222,17.785556,Mexico
600,Ayenia rotundifolia,-99.91583299999999,20.461111,Mexico
601,Ayenia mexicana,-96.954722,17.725,Mexico
602,Ayenia dentata,-96.9575,17.710832999999997,Mexico
603,Ayenia filiformis,-112.359,32.8865,United States of America
604,Ayenia microphylla,-112.359,32.8865,United States of America
605,Ayenia erecta,-41.15,-11.55,Brazil
606,Ayenia micrantha,-85.386111,10.291667,Costa Rica
607,Ayenia micrantha,-85.386111,10.291667,Costa Rica
608,Ayenia micrantha,-85.386111,10.291667,Costa Rica
609,Ayenia micrantha,-85.386111,10.291667,Costa Rica
610,Ayenia abutilifolia,-88.313889,20.55,Mexico
611,Ayenia rotundifolia,-99.677222,20.938333,Mexico
612,Ayenia micrantha,-85.3861,10.2917,Costa Rica
613,Ayenia abutilifolia,-88.313889,20.55,Mexico
614,Ayenia jaliscana,-111.38,31.6378,United States of America
615,Ayenia blanchetiana,-42.962778,-16.597777999999998,Brazil
616,Ayenia mastatalensis,-84.36917,9.688325,Costa Rica
617,Ayenia mastatalensis,-84.36917,9.688325,Costa Rica
618,Ayenia mastatalensis,-84.36917,9.688325,Costa Rica
619,Ayenia mastatalensis,-84.36917,9.688325,Costa Rica
620,Ayenia insulicola,-111.1753,33.26435,United States of America
621,Ayenia filiformis,-111.4583,33.5285,United States of America
622,Ayenia blanchetiana,-42.574166999999996,-14.747222,Brazil
623,Ayenia blanchetiana,-42.574166999999996,-14.747222,Brazil
624,Ayenia latifolia,-46.3697,-13.9617,Brazil
625,Ayenia blanchetiana,-42.574166999999996,-14.747222,Brazil
626,Ayenia blanchetiana,-42.574166999999996,-14.747222,Brazil
627,Ayenia hirta,-42.298056,-9.758889,Brazil
628,Ayenia angustifolia,-44.496389,-14.8,Brazil
629,Ayenia angustifolia,-44.4964,-14.0689,Brazil
630,Ayenia angustifolia,-44.496389,-14.068889000000002,Brazil
631,Ayenia angustifolia,-44.717222,-14.288332999999998,Brazil
632,Ayenia angustifolia,-46.483333,-10.333333,Brazil
633,Ayenia fruticosa,-97.43333,18.133329999999997,Mexico
634,Ayenia fruticosa,-97.44166700000001,18.141667,Mexico
635,Ayenia microphylla,-111.80799999999999,33.9197,United States of America
636,Ayenia angustifolia,-46.483333,-10.333333,Brazil
637,Ayenia angustifolia,-42.5056,-14.1069,Brazil
638,Ayenia angustifolia,-42.9283,-16.7244,Brazil
639,Ayenia tomentosa,-56.0,-23.96305,Paraguay
640,Ayenia pusilla,-103.32722199999999,20.825278,Mexico
641,Ayenia tomentosa,-56.497778000000004,-23.963055999999998,Paraguay
642,Ayenia filiformis,-111.831,33.9605,United States of America
643,Ayenia micrantha,-86.21638,11.59972,Nicaragua
644,Ayenia pilosa,-102.307778,22.320278,Mexico
645,Ayenia dentata,-96.96583299999999,17.677778,Mexico
646,Ayenia mexicana,-96.933533,17.716681,Mexico
647,Ayenia dentata,-96.965806,17.677806,Mexico
648,Ayenia dentata,-89.233333,13.583332999999998,El Salvador
649,Ayenia micrantha,-89.23333000000001,13.583329999999998,El Salvador
650,Ayenia dentata,-89.23333000000001,13.583329999999998,El Salvador
651,Ayenia mexicana,-96.966111,17.6775,Mexico
652,Ayenia dentata,-96.951278,17.707860999999998,Mexico
653,Ayenia purpusii,-99.5372,17.9556,Mexico
654,Ayenia peninsularis,-111.10193999999998,25.52417,Mexico
655,Ayenia compacta,-111.10193999999998,25.52417,Mexico
656,Ayenia compacta,-111.98806,26.324440000000003,Mexico
657,Ayenia saligna,-74.4318,6.64388,Colombia
658,Ayenia cajalbanensis,-83.443054,22.7875,Cuba
659,Ayenia dentata,-84.666667,9.866667,Costa Rica
660,Ayenia dentata,-84.666667,9.866667,Costa Rica
661,Ayenia dentata,-84.666667,9.866667,Costa Rica
662,Ayenia dentata,-84.666667,9.866667,Costa Rica
663,Ayenia dentata,-84.666667,9.866667,Costa Rica
664,Ayenia dentata,-84.666667,9.866667,Costa Rica
665,Ayenia dentata,-84.666667,9.866667,Costa Rica
666,Ayenia dentata,-84.666667,9.866667,Costa Rica
667,Ayenia dentata,-85.344566,10.343719,Costa Rica
668,Ayenia dentata,-85.344566,10.343719,Costa Rica
669,Ayenia dentata,-85.344566,10.343719,Costa Rica
670,Ayenia dentata,-84.66667,9.866667,Costa Rica
671,Ayenia magna,-89.713889,20.608333,Mexico
672,Ayenia ardua,-89.9,20.691667000000002,Mexico
673,Ayenia abutilifolia,-89.713889,20.608333,Mexico
674,Ayenia magna,-89.713889,20.608333,Mexico
675,Ayenia compacta,-109.95833300000001,23.808332999999998,Mexico
676,Ayenia dentata,-84.6667,9.8667,Costa Rica
677,Ayenia dentata,-85.3444,10.3436,Costa Rica
678,Ayenia compacta,-111.34253000000001,25.7976,Mexico
679,Ayenia compacta,-111.06573,25.5132,Mexico
680,Ayenia micrantha,-89.133333,14.3,El Salvador
681,Ayenia dentata,-84.666667,9.866667,Costa Rica
682,Ayenia dentata,-86.21638,11.56638,Nicaragua
683,Ayenia tomentosa,-57.518889,-22.174444,Paraguay
684,Ayenia fasciculata,-89.81944399999999,21.1875,Mexico
685,Ayenia dentata,-89.983333,13.816667,El Salvador
686,Ayenia fasciculata,-89.81944399999999,21.1875,Mexico
687,Ayenia dentata,-89.98333000000001,13.816670000000002,El Salvador
688,Ayenia erecta,-43.316389,-13.131944,Brazil
689,Ayenia angustifolia,-46.114167,-11.557777999999999,Brazil
690,Ayenia eliae,-60.9,-25.28333,Argentina
691,Ayenia angustifolia,-43.316389,-13.131944,Brazil
692,Ayenia angustifolia,-48.055,-16.048333,Brazil
693,Ayenia angustifolia,-48.055,-16.048333,Brazil
694,Ayenia tomentosa,-46.86972,-13.7375,Brazil
695,Ayenia euphrasiifolia,-77.833336,21.452778,Cuba
696,Ayenia euphrasiifolia,-76.952774,21.361110999999998,Cuba
697,Ayenia angustifolia,-44.366667,-17.75,Brazil
698,Ayenia angustifolia,-44.283333,-17.916667,Brazil
699,Ayenia angustifolia,-43.0,-16.833333,Brazil
700,Ayenia eliae,-61.81666,-24.73333,Argentina
701,Ayenia odonellii,-61.66666,-24.433329999999998,Argentina
702,Ayenia angustifolia,-44.28,-17.92,Brazil
703,Ayenia angustifolia,-45.5625,-12.058333,Brazil
704,Ayenia angustifolia,-45.5625,-11.109167,Brazil
705,Ayenia angustifolia,-45.5625,-12.058333,Brazil
706,Ayenia dentata,-89.983333,13.816667,El Salvador
707,Ayenia pusilla,-89.98333000000001,13.816670000000002,El Salvador
708,Ayenia angustifolia,-45.5625,-11.109169999999999,Brazil
709,Ayenia compacta,-115.35556000000001,30.113609999999998,Mexico
710,Ayenia compacta,-115.35556000000001,30.113609999999998,Mexico
711,Ayenia compacta,-115.35556000000001,30.113609999999998,Mexico
712,Ayenia tomentosa,-56.87888,-22.551660000000002,Paraguay
713,Ayenia dentata,-89.983333,13.816667,El Salvador
714,Ayenia dentata,-89.98333000000001,13.816670000000002,El Salvador
715,Ayenia jussieui,-78.75527,-5.78111,Peru
716,Ayenia micrantha,-85.34915500000001,10.350937,Costa Rica
717,Ayenia micrantha,-85.34915500000001,10.350937,Costa Rica
718,Ayenia micrantha,-85.34915500000001,10.350937,Costa Rica
719,Ayenia micrantha,-85.34915500000001,10.350937,Costa Rica
720,Ayenia palmeri,-109.356889,28.479035999999997,Mexico
721,Ayenia jaliscana,-109.356889,28.479035999999997,Mexico
722,Ayenia jaliscana,-109.723056,28.548056,Mexico
723,Ayenia micrantha,-85.3489,10.3508,Costa Rica
724,Ayenia micrantha,-85.3489,10.3508,Costa Rica
725,Ayenia aprica,-55.55,-27.266659999999998,Argentina
726,Ayenia micrantha,-89.41666,14.083329999999998,El Salvador
727,Ayenia micrantha,-89.41667,14.083329999999998,El Salvador
728,Ayenia filiformis,-110.3483,31.96333,United States of America
729,Ayenia odonellii,-57.666666000000006,-21.2,Brazil
730,Ayenia aprica,-58.583328,-27.316670000000002,Argentina
731,Ayenia filiformis,-110.34806,31.96333,United States of America
732,Ayenia blanchetiana,-40.996111,-11.620833,Brazil
733,Ayenia mollis,-98.785833,20.657778,Mexico
734,Ayenia filiformis,-111.130278,28.038333,Mexico
735,Ayenia mollis,-98.785833,20.657778,Mexico
736,Ayenia glabra,-110.04166699999999,23.175,Mexico
737,Ayenia peninsularis,-110.10888999999999,24.155279999999998,Mexico
738,Ayenia peninsularis,-110.10888999999999,24.155279999999998,Mexico
739,Ayenia glabra,-110.03333,23.16667,Mexico
740,Ayenia tomentosa,-56.266667000000005,-21.474167,Brazil
741,Ayenia blanchetiana,-41.797778,-13.604444,Brazil
742,Ayenia blanchetiana,-41.797778,-13.604444,Brazil
743,Ayenia tomentosa,-41.79777,-13.604439999999999,Brazil
744,Ayenia rotundifolia,-98.67222199999999,20.475,Mexico
745,Ayenia rotundifolia,-98.8275,20.615278,Mexico
746,Ayenia tomentosa,-41.7978,-13.6044,Brazil
747,Ayenia tomentosa,-41.7978,-13.6044,Brazil
748,Ayenia aprica,-57.162778,-27.384444000000002,Paraguay
749,Ayenia filiformis,-110.975,28.991667,Mexico
750,Ayenia micrantha,-89.78889000000001,13.89083,El Salvador
751,Ayenia schumanniana,-64.92860999999999,-18.18444,"Bolivia, Plurinational State of"
752,Ayenia peregrina,-78.0,-5.5,Peru
753,Ayenia jussieui,-78.0,-5.63333,Peru
754,Ayenia filiformis,-111.462617,33.530617,United States of America
755,Ayenia filiformis,-111.991183,33.892517,United States of America
756,Ayenia compacta,-111.46262,33.53062,United States of America
757,Ayenia angustifolia,-41.7575,-13.247778,Brazil
758,Ayenia angustifolia,-41.7575,-13.247778,Brazil
759,Ayenia fasciculata,-88.133333,21.572222,Mexico
760,Ayenia ardua,-88.888889,20.766667,Mexico
761,Ayenia fasciculata,-88.133333,21.572222,Mexico
762,Ayenia angustifolia,-44.1736,-17.73,Brazil
763,Ayenia tomentosa,-51.765556,-21.050832999999997,Brazil
764,Ayenia schumanniana,-64.638889,-18.309167000000002,"Bolivia, Plurinational State of"
765,Ayenia micrantha,-85.36944,10.36111,Costa Rica
766,Ayenia palmeri,-95.71555,15.96194,Mexico
767,Ayenia palmeri,-95.76305,15.935,Mexico
768,Ayenia palmeri,-95.715556,15.961944,Mexico
769,Ayenia palmeri,-95.715556,15.961944,Mexico
770,Ayenia palmeri,-95.763056,15.935,Mexico
771,Ayenia pusilla,-96.045833,15.939444,Mexico
772,Ayenia pusilla,-96.14361099999999,15.905,Mexico
773,Ayenia filiformis,-111.866,33.966,United States of America
774,Ayenia filiformis,-110.338,32.8529,United States of America
775,Ayenia rotundifolia,-99.475,20.858333,Mexico
776,Ayenia rotundifolia,-99.456458,20.876397,Mexico
777,Ayenia magna,-89.73,20.08,Mexico
778,Ayenia palmeri,-96.25861,15.73666,Mexico
779,Ayenia palmeri,-96.258611,15.736667,Mexico
780,Ayenia abutilifolia,-89.730556,20.083333,Mexico
781,Ayenia palmeri,-96.258611,15.736667,Mexico
782,Ayenia pusilla,-96.70916700000001,19.548056,Mexico
783,Ayenia pusilla,-96.703889,19.539722,Mexico
784,Ayenia jaliscana,-109.29166699999999,20.308332999999998,Mexico
785,Ayenia jaliscana,-109.254722,28.341389000000003,Mexico
786,Ayenia jaliscana,-109.29339656111344,28.322376955099354,Mexico
787,Ayenia pusilla,-95.993055,15.844722,Mexico
788,Ayenia jaliscana,-103.221944,21.35,Mexico
789,Ayenia filiformis,-111.661,33.1207,United States of America
790,Ayenia filiformis,-113.311,34.4808,United States of America
791,Ayenia filiformis,-111.661,33.1207,United States of America
792,Ayenia microphylla,-95.809167,18.288611,Mexico
793,Ayenia ardua,-89.00416700000001,20.538889,Mexico
794,Ayenia ardua,-89.00416700000001,20.538889,Mexico
795,Ayenia fasciculata,-89.913889,21.041667,Mexico
796,Ayenia filiformis,-111.09166699999999,28.125,Mexico
797,Ayenia microphylla,-97.80861,18.295,Mexico
798,Ayenia wrightii,-109.012778,25.567778,Mexico
799,Ayenia pusilla,-112.4167,26.883329999999997,Mexico
800,Ayenia pusilla,-112.41667,26.883329999999997,Mexico
801,Ayenia filiformis,-111.09167,28.116670000000003,Mexico
802,Ayenia insulicola,-112.41667,26.883329999999997,Mexico
803,Ayenia saligna,-74.5201,6.440583999999999,Colombia
804,Ayenia angustifolia,-40.961667,-11.669444,Brazil
805,Ayenia blanchetiana,-40.961667,-11.651944,Brazil
806,Ayenia fasciculata,-87.69166,21.49305,Mexico
